episode_key,ticker,start_date,end_date,signal_count,avg_pump_score,avg_price,avg_drawdown,avg_return_20d,pump_count,duration_days,episode_pump_rate
IXHL_E3,IXHL,2025-10-30,2025-10-30,1,110.0,0.4040000140666961,-0.1599010356380437,,0,0,0.0
ICCM_E1,ICCM,2025-06-25,2025-06-25,1,55.0,1.0199999809265137,-0.0490195620110373,-0.0343136934077261,0,0,0.0
IPSC_E2,IPSC,2025-10-06,2025-10-06,1,70.0,0.5550000071525574,-0.0234234437415392,0.0810811101069608,0,0,0.0
FEMY_E7,FEMY,2025-11-03,2025-11-03,1,55.0,0.6570000052452087,0.0,,0,0,0.0
HBIO_E3,HBIO,2025-10-29,2025-10-30,2,105.0,0.5399999916553497,-0.08730159931562514,,0,1,0.0
FEMY_E6,FEMY,2025-10-16,2025-10-16,1,95.0,0.7450000047683716,-0.2241610666303118,,0,0,0.0
FEMY_E3,FEMY,2025-08-26,2025-08-26,1,55.0,0.3759999871253967,-0.0851063205813735,-0.0611702199332206,0,0,0.0
MBRX_E5,MBRX,2025-09-26,2025-09-26,1,65.0,0.492000013589859,-0.0914634460291162,-0.0121951463284902,0,0,0.0
MBRX_E6,MBRX,2025-10-30,2025-11-03,2,67.5,0.4859999865293503,-0.0224038393645594,,0,4,0.0
MODD_E2,MODD,2025-06-26,2025-06-26,1,55.0,0.6489999890327454,0.0,0.1001540812237743,0,0,0.0
MOBX_E6,MOBX,2025-11-04,2025-11-04,1,110.0,0.7694000005722046,0.0,,0,0,0.0
MODD_E4,MODD,2025-11-03,2025-11-03,1,110.0,0.5559999942779541,0.0,,0,0,0.0
NAKA_E3,NAKA,2025-10-27,2025-10-27,1,110.0,1.0099999904632568,-0.2247524754812455,,0,0,0.0
ORIS_E6,ORIS,2025-10-30,2025-11-04,2,87.5,0.16014999896287915,-0.03124997089616885,,0,5,0.0
MOBX_E2,MOBX,2025-06-26,2025-06-26,1,55.0,0.7429999709129333,-0.0134589378933214,0.4401077985741574,0,0,0.0
SHOT_E2,SHOT,2025-06-16,2025-06-16,1,55.0,0.2478999942541122,0.0,0.8108109099103664,0,0,0.0
SHOT_E1,SHOT,2025-06-03,2025-06-03,1,65.0,0.2590000033378601,-0.0691119874604716,0.5644787619908319,0,0,0.0
PRPL_E3,PRPL,2025-10-23,2025-10-23,1,55.0,0.8460000157356262,-0.0638298097195728,,0,0,0.0
PSNY_E2,PSNY,2025-11-04,2025-11-04,1,55.0,0.7138000130653381,0.0,,0,0,0.0
PPBT_E3,PPBT,2025-10-29,2025-10-29,1,120.0,1.059999942779541,-0.259433897545683,,0,0,0.0
PRPL_E2,PRPL,2025-08-13,2025-08-13,1,70.0,1.0499999523162842,-0.0380952034948078,0.0190477152800657,0,0,0.0
PFSA_E3,PFSA,2025-10-15,2025-10-15,1,55.0,0.3089999854564667,-0.3851132473836887,,0,0,0.0
PFSA_E4,PFSA,2025-10-28,2025-10-29,2,60.0,0.288000002503395,-0.3402459752949666,,0,1,0.0
SGMO_E3,SGMO,2025-09-25,2025-09-25,1,100.0,0.6299999952316284,0.0,0.0476190971769537,0,0,0.0
SGMO_E1,SGMO,2025-06-24,2025-06-24,1,100.0,0.5099999904632568,-0.0588235328491721,0.0784314160895145,0,0,0.0
VSEE_E1,VSEE,2025-06-23,2025-06-23,1,65.0,1.1200000047683716,-0.0535714836905194,0.2589285362663927,0,0,0.0
VRME_E3,VRME,2025-10-17,2025-10-20,2,92.5,1.2799999713897705,-0.26355836140804495,,0,3,0.0
VSEE_E4,VSEE,2025-10-15,2025-10-29,5,84.0,0.9007999897003174,-0.20103440556235808,,0,14,0.0
XHLD_E5,XHLD,2025-10-28,2025-10-28,1,120.0,0.4250000119209289,-0.3058824032648198,,0,0,0.0
